IDnum,GSSyear,sex,race,Age,maritalstatus,PlaceLived16,Region16,BornHere,ageism,racism,HighestDegree,DegreeField,baEarnRate,collStudEnroll,colltype,income,hrsLastWk,jobstatus,selfEmploy,GovOrPriv,IndusCode,pctColleagueWdegree
64,2012,Female,Black,45,Never married,City gt 250000,Middle atlantic,Yes,No,No,Bachelor,Psychology,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Government,Elementary and secondary schools,95
65,2012,Female,Black,35,Married,50000 to 250000,Middle atlantic,No,Not applicable,Not applicable,Bachelor,Not applicable,40-57.9%,468+,"Public, 4-year or above",Refused,Not applicable,Keeping house,Someone else,Private,"Civic, social, advocacy organizations, and grantmaking and giving services",92
65,2014,Male,Other,34,Married,City gt 250000,Foreign,No,Not applicable,Not applicable,Graduate,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,55,Working fulltime,Someone else,Private,Banking and related activities,96
66,2012,Female,Black,21,Never married,50000 to 250000,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Refused,Not applicable,School,Someone else,Don't know,No answer,0
66,2014,Male,White,69,Married,Big-city suburb,Middle atlantic,Yes,Not applicable,Not applicable,Graduate,Accounting/bookkeeping,58%+,468+,"Public, 4-year or above",$25000 or more,35,Working fulltime,Self-employed,Private,"Securities, commodities, funds, trusts, and other financial investments",94
67,2012,Female,Black,52,Divorced,Town lt 50000,Foreign,No,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Don't know,Nursing care facilities,22
67,2014,Female,White,65,Married,50000 to 250000,New england,Yes,Not applicable,Not applicable,Bachelor,Education,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,50,Working fulltime,Self-employed,Private,"Securities, commodities, funds, trusts, and other financial investments",94
68,2012,Female,Black,49,Never married,City gt 250000,Middle atlantic,Yes,No,No,Bachelor,Not applicable,0-39.9%,468+,"Public, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Government,Administration of human resource programs,65
68,2014,Male,White,57,Divorced,50000 to 250000,Middle atlantic,Yes,No,No,Graduate,Marketing,58%+,468+,"Public, 4-year or above",$25000 or more,70,Working fulltime,Someone else,Private,Pharmaceutical and medicine manufacturing,92
69,2014,Male,White,24,Never married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,Bachelor,Economics,58%+,468+,"Private not-for-profit, 4-year or above",Not applicable,50,Working fulltime,Someone else,Private,"Management, scientific, and technical consulting services",59
69,2012,Male,White,46,Never married,Town lt 50000,E. nor. central,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,35,Working fulltime,Someone else,Private,Advertising and related services,91
70,2014,Male,White,32,Never married,Big-city suburb,Middle atlantic,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,40,Working fulltime,Someone else,Private, restaurants and other food services,44
70,2012,Female,White,51,Widowed,City gt 250000,Middle atlantic,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,40,Working fulltime,Self-employed,Government,Administration of human resource programs,59
71,2014,Male,White,51,Divorced,Big-city suburb,Middle atlantic,Yes,Not applicable,Not applicable,Junior college,Medicine,40-57.9%,468+,"Private not-for-profit, 4-year or above",Not applicable,Not applicable,Other,Someone else,Private,Truck transportation,77
71,2012,Male,Other,28,Never married,50000 to 250000,Middle atlantic,No,No,No,Bachelor,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,50,Working fulltime,Someone else,Private,"Securities, commodities, funds, trusts, and other financial investments",89
72,2014,Female,White,66,Married,City gt 250000,Middle atlantic,Yes,Not applicable,Not applicable,Graduate,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,0,Retired,Someone else,Government,Elementary and secondary schools,99
72,2012,Female,White,81,Widowed,50000 to 250000,Middle atlantic,Yes,Not applicable,Not applicable,Graduate,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",0,0,Retired,Someone else,Government,Elementary and secondary schools,99
73,2014,Female,White,51,Married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,Bachelor,Comm. disorders,58%+,468+,"Public, 4-year or above",$25000 or more,45,Working fulltime,Someone else,Private,"Management, scientific, and technical consulting services",77
73,2012,Male,White,47,Married,City gt 250000,Foreign,Yes,No,No,Bachelor,Pharmacy,Not applicable,Not applicable,Not applicable,$25000 or more,27,Working fulltime,Self-employed,Private,Pharmacies and drug stores,99
74,2012,Male,White,48,Married,City gt 250000,Foreign,No,No,No,Junior college,Not applicable,Not applicable,Not applicable,Not applicable,Refused,60,Working fulltime,Self-employed,Private,Services incidental to transportation,25
74,2014,Male,White,27,Married,Big-city suburb,Middle atlantic,Yes,No,No,Bachelor,Biology,58%+,468+,"Public, 4-year or above",Refused,41,Working fulltime,Someone else,Private,Veterinary services,66
75,2012,Male,White,46,Married,Big-city suburb,Middle atlantic,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,50,Working fulltime,Someone else,Private,Pharmaceutical and medicine manufacturing,77
75,2014,Female,White,39,Married,Town lt 50000,Middle atlantic,Yes,No,Yes,Graduate,Education,Not applicable,468+,"Private not-for-profit, 4-year or above",$25000 or more,60,Working fulltime,Someone else,Government,Elementary and secondary schools,99
76,2012,Male,White,68,Married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Newspaper publishers,45
76,2014,Female,Other,41,Married,City gt 250000,Foreign,No,Not applicable,Not applicable,Graduate,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",Not applicable,Not applicable,Keeping house,Someone else,Private,Elementary and secondary schools,99
77,2012,Female,White,56,Married,Big-city suburb,Middle atlantic,Yes,Yes,No,Bachelor,Communications/speech,40-57.9%,468+,"Public, 4-year or above",$20000 - 24999,21,Working fulltime,Someone else,Don't know,Elementary and secondary schools,59
77,2014,Male,White,54,Married,Big-city suburb,W. nor. central,Yes,Yes,No,Bachelor,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,60,Working fulltime,Someone else,Private,Not specified food industries,72
78,2012,Female,White,43,Married,Big-city suburb,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Legal services,58
78,2014,Female,White,58,Divorced,Big-city suburb,Middle atlantic,Yes,Not applicable,Not applicable,Bachelor,Business administration,58%+,468+,"Public, 4-year or above",$25000 or more,65,Working fulltime,Someone else,Private,"Independent artists, performing arts, spectator sports, and related industries",96
79,2014,Male,Other,43,Married,Big-city suburb,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Government,Hospitals,61
79,2012,Female,Other,32,Married,Town lt 50000,Middle atlantic,No,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Working fulltime,Someone else,Private,Offices of dentists,93
80,2012,Female,Other,23,Never married,Town lt 50000,Middle atlantic,Yes,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$4000 to 4999,8,Working parttime,Someone else,Private,Traveler accommodation,17
80,2014,Female,Other,55,Never married,City gt 250000,Middle atlantic,No,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Someone else,Private,"Sporting and athletic goods, and doll, toy and game manufacturing",38
81,2014,Male,Other,51,Married,City gt 250000,Middle atlantic,Yes,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$8000 to 9999,45,Working fulltime,Someone else,Private,Motion pictures and video industries,24
81,2012,Male,White,59,Never married,Big-city suburb,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,"Electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",81
82,2014,Female,Other,40,Never married,City gt 250000,Middle atlantic,No,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,"Unempl, laid off",Someone else,Private,Miscellaneous general merchandise stores,56
82,2012,Female,White,32,Separated,Big-city suburb,Middle atlantic,Yes,Yes,No,Graduate,Not applicable,40-57.9%,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Government,Libraries and archives,98
83,2014,Female,Black,35,Separated,City gt 250000,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,"Unempl, laid off",Someone else,Private,Banking and related activities,59
83,2012,Male,White,44,Married,Town lt 50000,Pacific,Yes,No,No,Graduate,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,55,Working fulltime,Someone else,Private,"Independent artists, performing arts, spectator sports, and related industries",91
84,2014,Male,Other,43,Married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private, restaurants and other food services,22
84,2012,Female,Other,49,Divorced,50000 to 250000,Foreign,No,No,No,Graduate,Biology,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Private,"Colleges and universities, including junior colleges",99
85,2014,Female,Black,36,Never married,City gt 250000,Middle atlantic,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Clothing stores,35
85,2012,Female,White,64,Never married,50000 to 250000,Foreign,No,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,50,Working fulltime,Self-employed,Private,"Business, technical, and trade schools and training",92
86,2014,Female,Other,30,Never married,Big-city suburb,Middle atlantic,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Home health care services,41
86,2012,Female,White,30,Married,Town lt 50000,Foreign,No,No,No,Graduate,Law,Not applicable,Not applicable,Not applicable,Refused,40,Working fulltime,Someone else,Private,Elementary and secondary schools,99
87,2014,Male,Black,56,Never married,Big-city suburb,Middle atlantic,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,"Unempl, laid off",Someone else,Government, restaurants and other food services,42
87,2012,Female,Other,51,Married,50000 to 250000,Foreign,No,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,Not applicable,Keeping house,Someone else,Private,Private households,45
88,2012,Female,Black,28,Never married,Big-city suburb,Middle atlantic,No,No,No,Bachelor,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Government,"Colleges and universities, including junior colleges",67
88,2014,Male,Black,41,Married,Big-city suburb,Foreign,No,Not applicable,Not applicable,Bachelor,Accounting/bookkeeping,58%+,468+,"Private for-profit, 4-year or above",$25000 or more,37,Working fulltime,Someone else,Government,Public finance activities,76
89,2012,Male,White,84,Widowed,City gt 250000,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Refused,0,Retired,Someone else,Private,Traveler accommodation,48
89,2014,Male,White,25,Never married,Town lt 50000,Middle atlantic,Yes,Yes,Yes,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,65,Working fulltime,Someone else,Private,Automobile dealers,59
90,2012,Male,Other,32,Married,50000 to 250000,Foreign,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,60,Working fulltime,Someone else,Private, restaurants and other food services,54
90,2014,Female,Black,48,Never married,City gt 250000,Middle atlantic,Yes,No,No,Junior college,Not applicable,58%+,468+,"Private for-profit, 4-year or above",$25000 or more,35,Working fulltime,Someone else,Private,Legal services,81
91,2014,Male,White,45,Never married,Big-city suburb,Middle atlantic,Yes,No,No,Junior college,Law enforcement,40-57.9%,468+,"Public, 4-year or above",$25000 or more,45,Working fulltime,Someone else,Government,"Justice, public order, and safety activities",81
91,2012,Female,Other,54,Married,50000 to 250000,Foreign,No,Not applicable,Not applicable,Graduate,Not applicable,40-57.9%,468+,"Private not-for-profit, 4-year or above",$25000 or more,Not applicable,Other,Someone else,Private,Home health care services,98
92,2014,Female,Black,72,Married,"Country,nonfarm",Foreign,No,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,"Electronic component and product manufacturing, n.e.c.",32
